Title,Created Date,Hub,Projects,Assignment,Files & media,Module,Notebook,Resource,Tasks
Operators and Operands,"October 28, 2024",Learning,Restaurant Bill Splitter (https://www.notion.so/Restaurant-Bill-Splitter-12dd4124d0ff800b9382fc018e10ec56?pvs=21),,,Module One,University of Michigan Python 3 Programming Specialisation (https://www.notion.so/University-of-Michigan-Python-3-Programming-Specialisation-129d4124d0ff8089bdbddd3523106443?pvs=21),,"Practice writing and executing Python expressions using different operators (https://www.notion.so/Practice-writing-and-executing-Python-expressions-using-different-operators-12dd4124d0ff8009b82fc8e633f16059?pvs=21), Create a few examples to demonstrate the use of each operator (https://www.notion.so/Create-a-few-examples-to-demonstrate-the-use-of-each-operator-12dd4124d0ff8037ac94e4063b80d898?pvs=21), Restaurant Bill Splitter Project (https://www.notion.so/Restaurant-Bill-Splitter-Project-12dd4124d0ff804eaf2bd4c8bb052525?pvs=21)"
